Prefecture	Municipality	prec_no	block_no	URL	Metric	年間	01	02	03	04	05	06	07	08	09	10	11	12
群馬県	田代	42	0348	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0348&year=&month=&day=&view=	平年降水量(mm)	1503.2	52.4	55.5	96.4	107.9	132.0	180.0	207.5	165.2	220.2	167.8	72.2	46.2
群馬県	上里見	42	0353	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0353&year=&month=&day=&view=	平年降水量(mm)	1354.9	29.1	26.8	61.0	78.9	112.2	173.1	221.4	221.6	214.2	147.7	45.4	23.6
群馬県	西野牧	42	0354	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0354&year=&month=&day=&view=	平年降水量(mm)	1299.9	27.7	27.9	57.6	75.1	106.1	163.1	203.1	189.0	205.4	156.0	40.5	20.9
群馬県	桐生	42	0351	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0351&year=&month=&day=&view=	平年降水量(mm)	1269.1	33.2	28.4	63.9	83.9	110.0	152.8	201.3	180.1	178.6	155.3	53.1	28.5
群馬県	藤岡	42	0355	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0355&year=&month=&day=&view=	平年降水量(mm)	1144.2	30.5	25.2	54.7	70.6	90.9	138.4	167.4	163.8	186.2	154.5	39.6	22.5
群馬県	中之条	42	1020	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1020&year=&month=&day=&view=	平年降水量(mm)	1283.8	33.5	31.9	64.9	79.8	106.8	157.0	185.8	196.2	213.6	134.4	51.1	29.0
群馬県	館林	42	0356	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0356&year=&month=&day=&view=	平年降水量(mm)	1202.6	37.2	34.2	70.1	84.6	114.2	142.3	158.6	143.9	167.9	160.6	56.0	33.0
群馬県	片品	42	1174	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1174&year=&month=&day=&view=	平年降水量(mm)	1234.2	63.2	57.3	69.0	70.2	94.2	124.7	183.8	162.8	169.8	119.9	56.6	62.8
群馬県	藤原	42	1222	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1222&year=&month=&day=&view=	平年降水量(mm)	1816.2	219.4	163.2	124.1	89.6	105.2	130.3	191.3	185.0	176.3	136.4	104.6	189.8
群馬県	神流	42	1223	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1223&year=&month=&day=&view=	平年降水量(mm)	1250.2	32.1	24.7	58.9	74.2	97.1	143.4	181.5	180.9	224.3	173.5	37.4	22.4
群馬県	黒保根	42	1259	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1259&year=&month=&day=&view=	平年降水量(mm)	1460.5	31.3	31.1	70.9	95.0	125.1	176.5	254.4	233.9	208.2	150.9	53.5	29.9
埼玉県	久喜	43	0359	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0359&year=&month=&day=&view=	平年降水量(mm)	1321.4	43.2	38.6	82.0	99.5	124.2	142.7	147.3	146.8	199.2	190.9	65.4	41.6
群馬県	伊勢崎	42	1021	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1021&year=&month=&day=&view=	平年降水量(mm)	1176.5	28.8	25.3	49.8	73.5	99.3	139.9	190.4	169.9	184.4	149.7	43.0	27.1
群馬県	みなかみ	42	1019	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1019&year=&month=&day=&view=	平年降水量(mm)	1754.8	154.9	125.9	114.0	99.7	114.5	152.0	215.8	210.6	199.9	140.5	90.9	144.9
埼玉県	飯能	43	0362	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0362&year=&month=&day=&view=	平年降水量(mm)	1498.2	47.2	39.0	87.2	104.4	123.3	169.0	186.6	200.6	227.7	205.1	66.8	41.4
埼玉県	さいたま	43	0363	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0363&year=&month=&day=&view=	平年降水量(mm)	1371.3	42.4	39.6	88.0	101.9	121.4	144.8	148.0	164.0	202.8	196.8	70.9	45.2
埼玉県	三峰	43	1000	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1000&year=&month=&day=&view=	平年降水量(mm)	1635.6	48.2	45.7	95.1	112.2	126.7	178.3	216.9	218.8	281.8	214.7	61.9	39.1
埼玉県	越谷	43	0364	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0364&year=&month=&day=&view=	平年降水量(mm)	1366.9	50.2	47.5	94.5	109.8	124.4	144.0	138.0	134.3	197.0	203.4	78.6	50.3
埼玉県	寄居	43	1009	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1009&year=&month=&day=&view=	平年降水量(mm)	1304.4	36.1	28.9	61.2	84.9	110.2	160.1	179.4	174.3	210.3	185.7	45.0	28.3
埼玉県	鴻巣	43	1069	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1069&year=&month=&day=&view=	平年降水量(mm)	1238.8	37.9	36.1	74.8	89.2	114.6	129.9	146.9	157.3	184.0	169.3	60.5	38.5
埼玉県	浦山	43	1159	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1159&year=&month=&day=&view=	平年降水量(mm)	1686.6	50.3	40.0	86.9	113.7	125.2	165.7	229.2	229.7	306.5	234.1	65.1	40.3
埼玉県	所沢	43	1070	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1070&year=&month=&day=&view=	平年降水量(mm)	1529.5	50.9	47.0	98.3	110.1	125.8	166.7	172.4	190.4	233.2	212.6	75.0	47.3
埼玉県	上吉田	43	1182	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1182&year=&month=&day=&view=	平年降水量(mm)	1245.3	34.5	27.9	62.6	73.0	96.4	137.5	185.8	164.4	218.9	179.8	39.8	24.6
埼玉県	鳩山	43	1232	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1232&year=&month=&day=&view=	平年降水量(mm)	1377.4	39.2	35.2	75.0	96.4	111.4	167.8	179.3	187.0	218.5	183.1	56.6	36.1
埼玉県	ときがわ	43	1497	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1497&year=&month=&day=&view=	平年降水量(mm)	1690.8	49.2	36.4	80.0	103.8	140.3	198.9	227.3	213.1	273.9	244.0	64.6	45.9
東京都	小河内	44	0365	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0365&year=&month=&day=&view=	平年降水量(mm)	1608.0	49.5	45.9	88.5	106.3	118.7	163.2	205.6	217.4	270.2	215.4	68.9	43.7
東京都	八王子	44	0366	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0366&year=&month=&day=&view=	平年降水量(mm)	1643.0	54.1	46.1	102.9	114.1	124.7	172.0	188.3	212.5	264.4	230.8	80.1	53.1
東京都	世田谷	44	0368	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0368&year=&month=&day=&view=	平年降水量(mm)	1654.2	60.9	60.4	121.4	134.0	141.9	170.5	168.5	169.6	232.2	236.2	97.7	60.9
東京都	江戸川臨海	44	0370	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0370&year=&month=&day=&view=	平年降水量(mm)	1364.0	50.1	50.9	103.0	111.8	122.5	150.3	129.1	108.0	195.7	205.7	90.5	53.3
東京都	羽田	44	0371	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0371&year=&month=&day=&view=	平年降水量(mm)	1405.4	51.0	52.1	111.3	117.6	126.7	150.1	137.4	114.4	204.9	204.5	90.0	55.0
東京都	青梅	44	1001	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1001&year=&month=&day=&view=	平年降水量(mm)	1563.3	49.8	45.2	90.1	108.4	124.4	176.0	197.9	212.9	234.2	208.6	71.3	44.6
東京都	小沢	44	1180	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1180&year=&month=&day=&view=	平年降水量(mm)	1673.6	51.3	47.4	93.4	111.4	119.4	172.4	220.0	238.6	280.6	219.5	74.5	45.1
東京都	練馬	44	1002	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1002&year=&month=&day=&view=	平年降水量(mm)	1553.3	47.8	39.6	109.3	130.9	88.3	201.4	165.8	164.4	229.6	263.9	66.2	46.3
東京都	府中	44	1133	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1133&year=&month=&day=&view=	平年降水量(mm)	1598.9	56.9	52.4	113.8	121.9	133.1	166.6	164.2	173.4	246.7	228.0	83.2	58.7
東京都	八重見ヶ原	44	1468	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1468&year=&month=&day=&view=	平年降水量(mm)	3014.9	159.9	189.1	249.1	177.2	263.6	351.1	258.8	174.3	294.6	448.8	263.4	181.4
東京都	大島北ノ山	44	1467	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1467&year=&month=&day=&view=	平年降水量(mm)	2127.0	89.6	105.4	160.8	180.3	187.2	244.9	199.1	160.3	231.3	307.8	164.6	95.7
東京都	三宅坪田	44	1506	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1506&year=&month=&day=&view=	平年降水量(mm)		151.0	192.9	232.7	191.8	235.0	302.6	236.3	220.3	253.8	396.1	250.2	176.8
東京都	神津島	44	1523	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1523&year=&month=&day=&view=	平年降水量(mm)	2271.3	98.5	128.0	198.8	170.5	183.4	262.8	189.4	197.1	208.1	334.0	174.4	126.3
東京都	母島	44	1595	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1595&year=&month=&day=&view=	平年降水量(mm)		60.2	45.2	58.0	101.3	165.6	105.7	72.3	153.7	160.7	179.8	145.8	137.6
東京都	新島	44	1522	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1522&year=&month=&day=&view=	平年降水量(mm)	2225.0	101.4	134.3	187.0	173.4	184.0	261.5	205.3	169.1	195.1	313.5	182.8	117.5
千葉県	我孫子	45	0376	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0376&year=&month=&day=&view=	平年降水量(mm)	1375.4	50.5	63.5	98.4	124.9	112.3	149.9	126.2	82.5	211.6	236.4	84.3	58.4
千葉県	香取	45	0375	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0375&year=&month=&day=&view=	平年降水量(mm)	1593.6	84.3	69.0	114.1	124.4	134.5	146.3	130.9	116.0	206.5	282.7	110.5	71.8
千葉県	東庄	45	0377	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0377&year=&month=&day=&view=	平年降水量(mm)	1507.7	83.8	66.2	125.9	113.5	129.6	147.3	125.9	92.0	201.2	242.2	112.1	68.1
千葉県	茂原	45	0381	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0381&year=&month=&day=&view=	平年降水量(mm)	1683.6	85.1	75.2	140.6	131.8	142.7	181.1	144.5	107.7	229.5	265.3	107.7	74.4
千葉県	成田	45	0378	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0378&year=&month=&day=&view=	平年降水量(mm)	1498.4	63.8	69.7	102.1	125.1	129.1	144.1	116.2	121.8	194.9	257.6	106.0	68.1
千葉県	木更津	45	0382	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0382&year=&month=&day=&view=	平年降水量(mm)	1650.7	66.2	82.0	134.0	133.5	140.9	181.7	138.0	97.2	229.2	261.7	111.7	93.6
千葉県	鋸南	45	0383	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0383&year=&month=&day=&view=	平年降水量(mm)	1677.1	81.8	70.2	144.1	140.2	148.0	193.1	170.9	111.6	205.3	223.0	122.4	79.1
千葉県	鴨川	45	0384	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0384&year=&month=&day=&view=	平年降水量(mm)	1837.8	90.1	85.4	170.7	155.6	164.4	217.3	171.9	91.2	214.3	239.9	147.4	89.8
千葉県	横芝光	45	1003	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1003&year=&month=&day=&view=	平年降水量(mm)	1509.4	78.4	69.9	127.3	119.8	130.8	159.5	125.6	90.4	201.5	238.9	103.8	63.6
千葉県	大多喜	45	1004	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1004&year=&month=&day=&view=	平年降水量(mm)	2223.0	114.2	102.8	205.4	193.0	190.5	235.1	178.7	131.6	280.0	332.2	155.8	103.9
千葉県	船橋	45	1236	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1236&year=&month=&day=&view=	平年降水量(mm)	1466.1	63.0	61.4	103.0	114.5	129.8	155.3	121.9	111.4	189.7	239.9	97.4	63.3
千葉県	坂畑	45	1241	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1241&year=&month=&day=&view=	平年降水量(mm)	2046.5	104.5	89.1	187.5	176.1	176.3	208.9	180.5	121.8	252.0	299.7	145.2	96.4
千葉県	佐倉	45	0916	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0916&year=&month=&day=&view=	平年降水量(mm)	1455.9	65.9	57.8	109.2	112.9	127.4	148.6	140.1	109.1	206.5	223.3	95.8	56.0
千葉県	牛久	45	1238	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1238&year=&month=&day=&view=	平年降水量(mm)	1673.1	82.4	74.0	138.0	132.5	130.4	170.6	151.8	114.8	237.1	256.8	113.9	70.9
神奈川県	相模湖	46	0387	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0387&year=&month=&day=&view=	平年降水量(mm)	1720.8	63.6	53.0	110.0	117.1	123.7	169.6	195.5	218.5	286.3	247.3	81.5	54.7
神奈川県	海老名	46	0388	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0388&year=&month=&day=&view=	平年降水量(mm)	1760.9	67.3	67.0	143.9	152.9	156.9	178.2	191.2	159.7	254.2	240.9	103.2	67.2
神奈川県	箱根	46	0390	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0390&year=&month=&day=&view=	平年降水量(mm)	3561.3	127.7	151.3	284.6	321.8	326.8	420.4	425.3	346.1	448.7	403.8	197.1	107.9
神奈川県	三浦	46	0392	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0392&year=&month=&day=&view=	平年降水量(mm)	1573.9	61.3	68.1	129.0	132.1	139.4	179.6	166.4	102.8	205.5	211.4	110.5	67.9
神奈川県	相模原中央	46	1005	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1005&year=&month=&day=&view=	平年降水量(mm)	1843.8	62.0	58.7	136.4	144.9	153.1	186.7	190.5	195.8	290.0	264.2	98.0	63.6
神奈川県	日吉	46	1006	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1006&year=&month=&day=&view=	平年降水量(mm)	1607.7	59.2	56.1	122.5	132.1	145.6	170.1	164.9	154.5	224.0	228.1	101.9	60.1
神奈川県	平塚	46	1007	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1007&year=&month=&day=&view=	平年降水量(mm)	1538.3	57.7	55.2	126.0	133.5	143.4	161.4	167.1	131.1	215.5	196.8	94.0	56.6
神奈川県	丹沢湖	46	1096	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1096&year=&month=&day=&view=	平年降水量(mm)	2298.8	76.0	85.0	172.9	182.8	190.9	228.5	313.0	236.1	342.2	262.4	131.2	77.9
神奈川県	小田原	46	1008	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1008&year=&month=&day=&view=	平年降水量(mm)	1996.5	83.7	89.5	175.6	181.7	182.2	219.3	216.0	167.2	248.7	238.7	119.5	74.7
神奈川県	辻堂	46	1443	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1443&year=&month=&day=&view=	平年降水量(mm)	1529.5	60.8	61.1	132.6	134.4	148.1	171.9	159.6	120.6	197.3	191.1	97.7	63.7
長野県	野沢温泉	48	0393	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0393&year=&month=&day=&view=	平年降水量(mm)	1781.7	253.5	173.9	121.6	77.2	84.2	123.1	179.6	150.4	144.0	139.6	119.4	215.9
長野県	信濃町	48	0394	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0394&year=&month=&day=&view=	平年降水量(mm)	1275.1	109.1	87.8	90.1	67.1	78.4	118.3	177.9	128.1	135.6	111.5	72.6	98.7
長野県	飯山	48	0395	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0395&year=&month=&day=&view=	平年降水量(mm)	1412.0	171.8	117.3	96.2	63.1	69.2	101.4	155.7	128.8	127.2	117.2	96.8	167.4
長野県	笠岳	48	0398	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0398&year=&month=&day=&view=	平年降水量(mm)	1464.3	100.0	80.9	95.5	92.4	101.0	128.6	176.0	173.0	187.3	151.4	85.5	95.0
長野県	白馬	48	0396	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0396&year=&month=&day=&view=	平年降水量(mm)	1889.2	141.5	125.9	136.2	126.4	135.0	211.4	280.8	177.7	181.9	136.5	100.4	135.6
長野県	信州新町	48	0400	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0400&year=&month=&day=&view=	平年降水量(mm)	1107.4	56.2	52.4	76.3	76.4	88.7	123.2	146.5	111.2	148.7	122.8	53.8	51.3
長野県	上田	48	0402	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0402&year=&month=&day=&view=	平年降水量(mm)	906.2	29.3	28.7	54.0	58.6	77.0	102.2	135.6	103.5	134.1	110.8	44.0	23.9
長野県	大町	48	0399	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0399&year=&month=&day=&view=	平年降水量(mm)	1405.9	84.7	78.1	100.1	98.1	111.5	159.4	195.3	136.1	165.0	129.1	69.8	78.8
長野県	穂高	48	0404	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0404&year=&month=&day=&view=	平年降水量(mm)	1108.7	45.4	45.5	83.8	83.5	95.6	123.7	145.5	106.7	155.8	126.6	58.4	38.2
長野県	鹿教湯	48	0407	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0407&year=&month=&day=&view=	平年降水量(mm)	1250.9	46.3	51.0	93.3	93.8	106.2	141.6	161.3	125.2	176.2	149.5	65.6	41.1
長野県	佐久	48	0408	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0408&year=&month=&day=&view=	平年降水量(mm)	964.0	25.6	28.5	52.4	58.9	84.7	119.1	143.3	106.4	153.6	129.3	40.8	21.5
長野県	野辺山	48	0415	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0415&year=&month=&day=&view=	平年降水量(mm)	1432.4	46.6	49.8	93.4	100.6	124.9	172.6	205.6	166.8	204.1	164.6	62.4	41.0
長野県	御嶽山	48	0416	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0416&year=&month=&day=&view=	平年降水量(mm)	3717.1	79.3	113.4	203.0	275.7	373.7	481.7	632.1	401.3	454.4	306.0	212.6	113.9
長野県	原村	48	0414	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0414&year=&month=&day=&view=	平年降水量(mm)	1271.5	46.6	57.5	100.3	100.4	110.6	151.1	167.9	112.9	168.7	143.6	68.9	43.1
長野県	宮田高原	48	0420	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0420&year=&month=&day=&view=	平年降水量(mm)	2389.3	88.0	108.8	184.6	208.9	235.1	310.7	322.0	207.7	265.4	229.3	149.2	98.9
長野県	木曽福島	48	0417	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0417&year=&month=&day=&view=	平年降水量(mm)	1926.7	63.2	83.2	146.8	157.2	177.0	220.7	289.7	187.8	231.0	183.5	112.7	73.9
長野県	須原	48	0422	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0422&year=&month=&day=&view=	平年降水量(mm)	2174.9	88.0	107.0	167.9	176.8	197.1	269.0	323.9	208.4	239.0	176.6	127.9	93.2
長野県	飯島	48	0424	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0424&year=&month=&day=&view=	平年降水量(mm)	2014.1	74.5	103.8	180.5	180.7	200.2	236.6	266.6	155.2	219.8	192.6	123.5	80.2
長野県	菅平	48	0992	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0992&year=&month=&day=&view=	平年降水量(mm)	1220.5	78.0	68.7	80.8	79.7	93.9	117.7	161.9	119.4	151.6	129.8	64.9	72.0
長野県	東御	48	0993	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0993&year=&month=&day=&view=	平年降水量(mm)	1013.2	31.8	33.2	60.6	62.2	86.8	120.5	156.4	122.4	146.3	118.3	46.6	28.3
長野県	上高地	48	0994	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0994&year=&month=&day=&view=	平年降水量(mm)	2721.3	155.9	149.9	189.0	193.1	243.6	286.5	428.4	250.7	264.0	211.4	182.9	170.8
長野県	南木曽	48	1022	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1022&year=&month=&day=&view=	平年降水量(mm)	2381.2	107.5	113.8	182.1	181.0	203.3	298.9	365.8	245.9	264.1	186.2	129.2	111.6
長野県	鬼無里	48	1162	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1162&year=&month=&day=&view=	平年降水量(mm)	1623.6	133.0	113.1	122.5	101.2	113.3	163.4	208.0	167.9	172.1	132.6	79.4	117.0
長野県	立科	48	1300	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1300&year=&month=&day=&view=	平年降水量(mm)	1069.8	33.7	35.9	67.8	69.7	90.7	130.6	150.6	118.8	159.5	132.1	50.9	29.7
長野県	浪合	48	1317	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1317&year=&month=&day=&view=	平年降水量(mm)	2644.2	108.0	135.2	220.2	223.3	240.5	311.4	361.3	220.9	322.9	240.5	145.1	114.9
長野県	奈川	48	1312	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1312&year=&month=&day=&view=	平年降水量(mm)	1946.8	81.4	92.7	149.9	151.6	180.2	221.3	272.0	162.5	242.6	188.0	119.7	84.9
長野県	開田高原	48	1314	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1314&year=&month=&day=&view=	平年降水量(mm)	2109.9	76.8	94.2	162.2	174.4	202.3	240.5	304.0	199.6	252.6	200.0	126.1	92.9
長野県	辰野	48	1319	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1319&year=&month=&day=&view=	平年降水量(mm)	1435.8	45.6	58.1	102.5	106.5	129.7	174.2	214.4	149.7	179.1	146.7	78.4	50.9
長野県	聖高原	48	1360	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1360&year=&month=&day=&view=	平年降水量(mm)	1195.1	62.5	55.3	78.6	79.4	101.6	133.4	149.9	116.2	167.9	144.3	59.0	54.2
長野県	阿南	48	1339	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1339&year=&month=&day=&view=	平年降水量(mm)	1942.0	70.3	89.9	151.2	154.3	179.0	228.5	277.3	160.1	250.2	198.3	103.8	71.6
長野県	南信濃	48	1323	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1323&year=&month=&day=&view=	平年降水量(mm)	1895.5	65.2	82.6	144.4	145.0	164.8	220.1	290.2	169.8	242.2	198.8	101.0	71.4
長野県	大鹿	48	1394	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1394&year=&month=&day=&view=	平年降水量(mm)	1695.7	65.2	81.3	137.9	132.3	158.5	200.6	237.9	148.6	195.6	166.9	100.0	71.1
長野県	杉島	48	1397	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1397&year=&month=&day=&view=	平年降水量(mm)	1552.0	64.8	81.6	140.9	132.4	137.4	172.1	191.3	131.8	190.1	162.1	93.2	67.7
長野県	小谷	48	1411	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1411&year=&month=&day=&view=	平年降水量(mm)	2031.2	221.7	167.2	150.0	114.1	114.5	164.6	238.7	163.9	174.5	163.6	140.8	212.4
長野県	伊那	48	1445	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1445&year=&month=&day=&view=	平年降水量(mm)	1454.0	48.9	70.4	121.5	125.1	143.6	185.3	194.5	131.7	169.6	148.7	90.1	57.4
長野県	北相木	48	1549	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1549&year=&month=&day=&view=	平年降水量(mm)	1168.5	25.7	37.4	65.8	75.5	98.4	137.2	178.1	126.7	183.5	178.0	38.2	31.4
長野県	松本今井	48	1529	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=1529&year=&month=&day=&view=	平年降水量(mm)	1102.2	34.6	41.2	79.8	90.6	103.0	113.9	147.4	98.3	143.2	151.0	59.7	39.6
